synonym_concept_id,synonym_name,synonym_concept_code,synonym_vocabulary_id,language_concept_id
,B-stoff,598-31-2,Toxin,4180186
,BA,598-31-2,Toxin,4180186
,Ba (tear gas),598-31-2,Toxin,4180186
,Bromo-2-propanone,598-31-2,Toxin,4180186
,Bromomethyl methyl ketone,598-31-2,Toxin,4180186
,CH3COCH2Br,598-31-2,Toxin,4180186
,Martonite,598-31-2,Toxin,4180186
,Monobromoacetone,598-31-2,Toxin,4180186
,'2-dimethylamino-5,6-dimethylpyrimidin-4-yldimethylcarbamate',23103-98-2,Toxin,4180186
,'5,6-Dimethyl-2-dimethylamino-4-pyrimidinyldimethylcarbamate',23103-98-2,Toxin,4180186
,ABOL,23103-98-2,Toxin,4180186
,Aficida,23103-98-2,Toxin,4180186
,Aphox,23103-98-2,Toxin,4180186
,Caswell No. 359C,23103-98-2,Toxin,4180186
,DEMO,23103-98-2,Toxin,4180186
,'Dimethylcarbamic acid 2-(dimethylamino)-5,6-dimethyl-4-pyrimidinyl ester',23103-98-2,Toxin,4180186
,FBC pirimicarb 50,23103-98-2,Toxin,4180186
,Fernos,23103-98-2,Toxin,4180186
,Phantom,23103-98-2,Toxin,4180186
,Pirimor,23103-98-2,Toxin,4180186
,Pirimor 50 DP,23103-98-2,Toxin,4180186
,Pirimor g,23103-98-2,Toxin,4180186
,Pirimor granulate,23103-98-2,Toxin,4180186
,Power demo,23103-98-2,Toxin,4180186
,Primicarbe,23103-98-2,Toxin,4180186
,Pyrimicarbe,23103-98-2,Toxin,4180186
,Pyrimor,23103-98-2,Toxin,4180186
,Rapid,23103-98-2,Toxin,4180186
,TPC-PC001,23103-98-2,Toxin,4180186
,ZZ-aphox,23103-98-2,Toxin,4180186
,'(3EZ,12EZ)-3,7,9,13-tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione',59669-26-0,Toxin,4180186
,'Dimethyl N,N\u2032-thiobis(methylimino)carbonyloxybisethanimidothioate',59669-26-0,Toxin,4180186
,'5,7-Dihydroxy-2-phenyl-4H-1-benzopyran-4-one, 9CI',480-40-0,Toxin,4180186
,Chrysin,480-40-0,Toxin,4180186
,Chrysinic acid,480-40-0,Toxin,4180186
,Ois 3,480-40-0,Toxin,4180186
,(5-(Propylthio)-1H-benzimidazol-2-yl)carbamic acid methyl ester,54965-21-8,Toxin,4180186
,5-(Propylthio)-2-carbomethoxyaminobenzimidazole,54965-21-8,Toxin,4180186
,Abentel,54965-21-8,Toxin,4180186
,ABZ,54965-21-8,Toxin,4180186
,Acure,54965-21-8,Toxin,4180186
,Adazol,54965-21-8,Toxin,4180186
,AL,54965-21-8,Toxin,4180186
,Albendazol,54965-21-8,Toxin,4180186
,Albendazolum,54965-21-8,Toxin,4180186
,Albenza,54965-21-8,Toxin,4180186
,Band,54965-21-8,Toxin,4180186
,Bandy,54965-21-8,Toxin,4180186
,Bazole,54965-21-8,Toxin,4180186
,Ben-A,54965-21-8,Toxin,4180186
,Benrod,54965-21-8,Toxin,4180186
,Bentil,54965-21-8,Toxin,4180186
,Benzol,54965-21-8,Toxin,4180186
,Benzole,54965-21-8,Toxin,4180186
,Bevindazol,54965-21-8,Toxin,4180186
,Biwom,54965-21-8,Toxin,4180186
,Bruzol,54965-21-8,Toxin,4180186
,Buxol,54965-21-8,Toxin,4180186
,Cental,54965-21-8,Toxin,4180186
,Champs,54965-21-8,Toxin,4180186
,Ciclopar,54965-21-8,Toxin,4180186
,Cidazole,54965-21-8,Toxin,4180186
,Clearworm,54965-21-8,Toxin,4180186
,Dalben,54965-21-8,Toxin,4180186
,Despar,54965-21-8,Toxin,4180186
,Eskazole,54965-21-8,Toxin,4180186
,O-Methyl N-(5-(propylthio)-2-benzimidazolyl)carbamate,54965-21-8,Toxin,4180186
,Proftril,54965-21-8,Toxin,4180186
,Ricobendazole,54965-21-8,Toxin,4180186
,Rycobendazole,54965-21-8,Toxin,4180186
,Valbazen,54965-21-8,Toxin,4180186
,Zentel,54965-21-8,Toxin,4180186
,Zolben,54965-21-8,Toxin,4180186
,'Phosphate(1-), hexafluoro-, silver(1+)',26042-63-7,Toxin,4180186
,Silver (I) hexafluorophosphate,26042-63-7,Toxin,4180186
,'SILVER HEXAFLUOROPHOSPHATE, AgPF6',26042-63-7,Toxin,4180186
,Silver hexafluorophosphic acid,26042-63-7,Toxin,4180186
,'2,3',5',6-PCB',74338-23-1,Toxin,4180186
,'2,3',5',6-Tetrachloro-1,1'-biphenyl',74338-23-1,Toxin,4180186
,PCB 73,74338-23-1,Toxin,4180186
,Territrem a,70407-19-1,Toxin,4180186
,4-L-Proline-7-(4-hydroxy-L-leucine)phalloidin,67739-84-8,Toxin,4180186
,Chromic fluoride,7788-97-8,Toxin,4180186
,Chromic trifluoride,7788-97-8,Toxin,4180186
,Chromium fluoride,7788-97-8,Toxin,4180186
,Chromium(III) fluoride tetrahydrate,7788-97-8,Toxin,4180186
,Fluorchrome,7788-97-8,Toxin,4180186
,(-)-Asparagine,70-47-3,Toxin,4180186
,'(2S)-2,4-diamino-4-oxobutanoic acid',70-47-3,Toxin,4180186
,(2S)-2-amino-3-carbamoylpropanoic acid,70-47-3,Toxin,4180186
,'(S)-2,4-Diamino-4-oxobutanoate',70-47-3,Toxin,4180186
,'(S)-2,4-Diamino-4-oxobutanoic acid',70-47-3,Toxin,4180186
,(S)-2-amino-3-carbamoylpropanoic acid,70-47-3,Toxin,4180186
,(S)-Asparagine,70-47-3,Toxin,4180186
,2-Aminosuccinamate,70-47-3,Toxin,4180186
,2-Aminosuccinamic acid,70-47-3,Toxin,4180186
,a-Aminosuccinamate,70-47-3,Toxin,4180186
,a-Aminosuccinamic acid,70-47-3,Toxin,4180186
,Agedoite,70-47-3,Toxin,4180186
,alpha Amminosuccinamate,70-47-3,Toxin,4180186
,alpha Amminosuccinamic acid,70-47-3,Toxin,4180186
,alpha-Aminosuccinamate,70-47-3,Toxin,4180186
,alpha-Aminosuccinamic acid,70-47-3,Toxin,4180186
,Altheine,70-47-3,Toxin,4180186
,Asn,70-47-3,Toxin,4180186
,Asparagine,70-47-3,Toxin,4180186
,Asparagine acid,70-47-3,Toxin,4180186
,Asparamide,70-47-3,Toxin,4180186
,Aspartamate,70-47-3,Toxin,4180186
,Aspartamic acid,70-47-3,Toxin,4180186
,Aspartic acid amide,70-47-3,Toxin,4180186
,Aspartic acid b-amide,70-47-3,Toxin,4180186
,Aspartic acid beta amide,70-47-3,Toxin,4180186
,'B2,4-(S)-diamino-4-oxo-utanoate',70-47-3,Toxin,4180186
,'B2,4-(S)-diamino-4-oxo-utanoic acid',70-47-3,Toxin,4180186
,Crystal VI,70-47-3,Toxin,4180186
,'L-2,4-Diamino-4-oxobutanoate',70-47-3,Toxin,4180186
,'L-2,4-Diamino-4-oxobutanoic acid',70-47-3,Toxin,4180186
,L-2-aminosuccinamic acid,70-47-3,Toxin,4180186
,L-Asparagin,70-47-3,Toxin,4180186
,L-Aspartamine,70-47-3,Toxin,4180186
,L-aspartic acid beta-amide,70-47-3,Toxin,4180186
,L-aspartic acid \u03b2-amide,70-47-3,Toxin,4180186
,L-b-Asparagine,70-47-3,Toxin,4180186
,L-beta-Asparagine,70-47-3,Toxin,4180186
,N,70-47-3,Toxin,4180186
,\u03b1-aminosuccinamic acid,70-47-3,Toxin,4180186
,DETP,5871-17-0,Toxin,4180186
,Diethylthiophosphic acid,5871-17-0,Toxin,4180186
,Diethylthiophosphorate,5871-17-0,Toxin,4180186
,Diethylthiophosphoric acid,5871-17-0,Toxin,4180186
,'O,O-Diethyl phosphorothionate',5871-17-0,Toxin,4180186
,3-Ethyl-hexane,619-99-8,Toxin,4180186
,Crotalphine,9007-40-3,Toxin,4180186
,Crotapotin,9007-40-3,Toxin,4180186
,CTX subunit CA,9007-40-3,Toxin,4180186
,Phospholipase A2 homolog crotoxin acid subunit CA,9007-40-3,Toxin,4180186
,'3-O,O-(Diethyldithiophosphoryl)methyl-6-chlorobenzoxazolinone',2310-17-0,Toxin,4180186
,Agria 1060 A,2310-17-0,Toxin,4180186
,Azofene,2310-17-0,Toxin,4180186
,Benzophosphate,2310-17-0,Toxin,4180186
,Fosalon,2310-17-0,Toxin,4180186
,Fosalone,2310-17-0,Toxin,4180186
,Fozalon,2310-17-0,Toxin,4180186
,Phasolon,2310-17-0,Toxin,4180186
,Phosalon,2310-17-0,Toxin,4180186
,'Phosphorodithioic acid, S-((6-chloro-2-oxo-3(2H)-benzoxazolyl)methyl) O,O-diethyl ester',2310-17-0,Toxin,4180186
,Phozalon,2310-17-0,Toxin,4180186
,Rubitox,2310-17-0,Toxin,4180186
,'S-(6-Chloro-2-oxo-1,3-benzoxazol-3(2H)-yl)methyl O,O-diethyl dithiophosphate',2310-17-0,Toxin,4180186
,'S-(6-Chloro-2-oxo-1,3-benzoxazol-3(2H)-yl)methyl O,O-diethyl phosphorodithioate',2310-17-0,Toxin,4180186
,Zolone,2310-17-0,Toxin,4180186
,Zolone PM,2310-17-0,Toxin,4180186
,Zoolon,2310-17-0,Toxin,4180186
,'1,4-Dicyanobutane',111-69-3,Toxin,4180186
,Adipic acid dinitrile,111-69-3,Toxin,4180186
,Adipic acid nitrile,111-69-3,Toxin,4180186
,Adipodinitrile,111-69-3,Toxin,4180186
,Adipyldinitrile,111-69-3,Toxin,4180186
,Hexanedinitrile,111-69-3,Toxin,4180186
,'Hexanedinitrile, hydrogenated, high-boiling fraction',111-69-3,Toxin,4180186
,Hexanedioic acid dinitrile,111-69-3,Toxin,4180186
,'Hexanedioic acid, dinitrile',111-69-3,Toxin,4180186
,Nitrile adipico,111-69-3,Toxin,4180186
,Reaction product (adiponitrile-hydrogen),111-69-3,Toxin,4180186
,Tetramethylene cyanide,111-69-3,Toxin,4180186
,Tetramethylene dicyanide,111-69-3,Toxin,4180186
,2-ketopropionic acid,127-17-3,Toxin,4180186
,2-Oxopropanoate,127-17-3,Toxin,4180186
,2-Oxopropanoic acid,127-17-3,Toxin,4180186
,2-Oxopropansaeure,127-17-3,Toxin,4180186
,2-Oxopropionate,127-17-3,Toxin,4180186
,2-Oxopropionic acid,127-17-3,Toxin,4180186
,2-Oxopropionsaeure,127-17-3,Toxin,4180186
,a-Ketopropionate,127-17-3,Toxin,4180186
,a-Ketopropionic acid,127-17-3,Toxin,4180186
,Acetylformate,127-17-3,Toxin,4180186
,Acetylformic acid,127-17-3,Toxin,4180186
,Acide pyruvique,127-17-3,Toxin,4180186
,alpha-Ketopropionate,127-17-3,Toxin,4180186
,alpha-Ketopropionic acid,127-17-3,Toxin,4180186
,alpha-Oxopropionsaeure,127-17-3,Toxin,4180186
,Brenztraubensaeure,127-17-3,Toxin,4180186
,BTS,127-17-3,Toxin,4180186
,CH3COCOOH,127-17-3,Toxin,4180186
,Pyroracemate,127-17-3,Toxin,4180186
,Pyroracemic acid,127-17-3,Toxin,4180186
,Pyruvate,127-17-3,Toxin,4180186
,\u03b1-ketopropionic acid,127-17-3,Toxin,4180186
,Oxiconazol,64211-46-7,Toxin,4180186
,Oxiconazole Nitrate,64211-46-7,Toxin,4180186
,Oxiconazolum,64211-46-7,Toxin,4180186
,Oxistat,64211-46-7,Toxin,4180186
,Oxizole,64211-46-7,Toxin,4180186
,'1H-Azepine-1-carbothioic acid, hexahydro-, S-ethyl ester',2212-67-1,Toxin,4180186
,C9H17NOS,2212-67-1,Toxin,4180186
,Caswell No. 444,2212-67-1,Toxin,4180186
,Ethyl 1-hexamethyleneiminecarbothiolate,2212-67-1,Toxin,4180186
,Felan,2212-67-1,Toxin,4180186
,hexahydro-1H-Azepine-1-carbothioic acid S-ethyl ester,2212-67-1,Toxin,4180186
,Higalnate,2212-67-1,Toxin,4180186
,Hydram,2212-67-1,Toxin,4180186
,Ialan,2212-67-1,Toxin,4180186
,Jalan,2212-67-1,Toxin,4180186
,Malerbane giavoni l,2212-67-1,Toxin,4180186
,Molinate estrella,2212-67-1,Toxin,4180186
,Molinic acid,2212-67-1,Toxin,4180186
,Molmate,2212-67-1,Toxin,4180186
,Ordram,2212-67-1,Toxin,4180186
,Perhydroazepin-1-carbothioate,2212-67-1,Toxin,4180186
,S-Ethyl 1-azepanecarbothioate,2212-67-1,Toxin,4180186
,S-ethyl 1-hexamethylenaminothiocarbamate,2212-67-1,Toxin,4180186
,S-Ethyl 1-hexamethyleneiminothiocarbamate,2212-67-1,Toxin,4180186
,S-Ethyl azepane-1-carbothioate,2212-67-1,Toxin,4180186
,S-ethyl hexahydro-1H-azepine-1- carbothioate,2212-67-1,Toxin,4180186
,S-Ethyl hexahydro-1H-azepine-1-carbothioate,2212-67-1,Toxin,4180186
,S-Ethyl Hexahydroazepine-1-carbothioate,2212-67-1,Toxin,4180186
,S-Ethyl perhydroazepin-1-carbothioate,2212-67-1,Toxin,4180186
,S-Ethyl perhydroazepine-1-thiocarboxylate,2212-67-1,Toxin,4180186
,'S-ethyl-n,n-hexamethylenethiocarbamate',2212-67-1,Toxin,4180186
,S-ethyl-n-hexamethylenethiocarbamate,2212-67-1,Toxin,4180186
,Sakkimol,2212-67-1,Toxin,4180186
,'Stauffer R-4,572',2212-67-1,Toxin,4180186
,Yalan,2212-67-1,Toxin,4180186
,Yulan,2212-67-1,Toxin,4180186
,Platinous bromide,13455-12-4,Toxin,4180186
,Platinum dibromide,13455-12-4,Toxin,4180186
,PtBr2,13455-12-4,Toxin,4180186
,6-Hexadecanoyl-L-ascorbic acid,137-66-6,Toxin,4180186
,6-Monopalmitoyl-L-ascorbate,137-66-6,Toxin,4180186
,6-Palmitoyl-L-ascorbic acid,137-66-6,Toxin,4180186
,'Ascorbyl palmitate, USAN',137-66-6,Toxin,4180186
,Ascorbyl palmitic acid,137-66-6,Toxin,4180186
,Cetyl ascorbate,137-66-6,Toxin,4180186
,E304,137-66-6,Toxin,4180186
,L-Ascorbic acid 6-palmitate,137-66-6,Toxin,4180186
,L-Ascorbyl 6-palmitate,137-66-6,Toxin,4180186
,L-Ascorbyl monopalmitate,137-66-6,Toxin,4180186
,L-Ascorbyl palmitate,137-66-6,Toxin,4180186
,Palmitoyl L-ascorbic acid,137-66-6,Toxin,4180186
,Vitamin c-palmitate,137-66-6,Toxin,4180186
,'Aluminate (AlO21-), sodium',1302-42-7,Toxin,4180186
,Aluminum sodium oxide,1302-42-7,Toxin,4180186
,Amerfloc 2,1302-42-7,Toxin,4180186
,Dynaflock,1302-42-7,Toxin,4180186
,Dynagrout,1302-42-7,Toxin,4180186
,Manfloc,1302-42-7,Toxin,4180186
,NaAlO2,1302-42-7,Toxin,4180186
,Sodium aluminic acid,1302-42-7,Toxin,4180186
,Sodium aluminum dioxide,1302-42-7,Toxin,4180186
,Sodium aluminum oxide,1302-42-7,Toxin,4180186
,Sodium Aluminum Oxide (naalo2),1302-42-7,Toxin,4180186
,D-galactonate,13382-27-9,Toxin,4180186
,D-galactonic acid,13382-27-9,Toxin,4180186
,Galactonate,13382-27-9,Toxin,4180186
,'2,3',4,4',5-PCB',31508-00-6,Toxin,4180186
,'2,3',4,4',5-Pentachloro-1,1'-biphenyl',31508-00-6,Toxin,4180186
,'2,4,5,3',4'-Pentachloro-1,1'-biphenyl',31508-00-6,Toxin,4180186
,'2,4,5,3',4'-Pentachlorobiphenyl',31508-00-6,Toxin,4180186
,'3,4,2',4',5'-Pentachloro-1,1'-biphenyl',31508-00-6,Toxin,4180186
,'3,4,2',4',5'-Pentachlorobiphenyl',31508-00-6,Toxin,4180186
,PCB 118,31508-00-6,Toxin,4180186
,Bonidel,2921-88-2,Toxin,4180186
,Brodan,2921-88-2,Toxin,4180186
,Chloropyrifos,2921-88-2,Toxin,4180186
,Chloropyriphos,2921-88-2,Toxin,4180186
,Chlorpyrifos-ethyl,2921-88-2,Toxin,4180186
,Chlorpyriphos,2921-88-2,Toxin,4180186
,Chlorpyriphos-ethyl,2921-88-2,Toxin,4180186
,Chlorpyrofos,2921-88-2,Toxin,4180186
,Chlorpyrophos,2921-88-2,Toxin,4180186
,Coroban,2921-88-2,Toxin,4180186
,Danusban,2921-88-2,Toxin,4180186
,Detmol U.A.,2921-88-2,Toxin,4180186
,Dowco 179,2921-88-2,Toxin,4180186
,Durmet,2921-88-2,Toxin,4180186
,Dursban,2921-88-2,Toxin,4180186
,Dursban 10CR,2921-88-2,Toxin,4180186
,Dursban 2E,2921-88-2,Toxin,4180186
,Dursban 4E,2921-88-2,Toxin,4180186
,Dursban F,2921-88-2,Toxin,4180186
,Dursban R,2921-88-2,Toxin,4180186
,Ethyl chlorpyriphos,2921-88-2,Toxin,4180186
,Geodinfos,2921-88-2,Toxin,4180186
,Killmaster,2921-88-2,Toxin,4180186
,Lentrek,2921-88-2,Toxin,4180186
,Lorsban,2921-88-2,Toxin,4180186
,m-Chlorpyrifos,2921-88-2,Toxin,4180186
,'O,O-Diaethyl-O-3,5,6-trichlor-2-pyridylmonothiophosphat',2921-88-2,Toxin,4180186
,'O,O-Diethyl O-(3,5,6-trichloro-2-pyridinyl)phosphorothioate',2921-88-2,Toxin,4180186
,'O,O-Diethyl O-(3,5,6-Trichloro-2-pyridyl) phosphorothioate',2921-88-2,Toxin,4180186
,'O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate',2921-88-2,Toxin,4180186
,'O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) thiophosphate',2921-88-2,Toxin,4180186
,'O,O-Diethyl-O-(3,5,6-trichloro-2-pyridyl)phosphorothioate',2921-88-2,Toxin,4180186
,Pageant,2921-88-2,Toxin,4180186
,'Phosphorothioic acid, O,O-diethyl O-(3,5,6-trichloro-2-pyridinyl) ester',2921-88-2,Toxin,4180186
,Piridane,2921-88-2,Toxin,4180186
,Pyrinex,2921-88-2,Toxin,4180186
,Silrifos,2921-88-2,Toxin,4180186
,Spannit,2921-88-2,Toxin,4180186
,Stipend,2921-88-2,Toxin,4180186
,SuSCon,2921-88-2,Toxin,4180186
,Suscon blue,2921-88-2,Toxin,4180186
,Suscon green,2921-88-2,Toxin,4180186
,Tafaban,2921-88-2,Toxin,4180186
,Terial,2921-88-2,Toxin,4180186
,Trichlorpyrphos,2921-88-2,Toxin,4180186
,Zidil,2921-88-2,Toxin,4180186
,Nitrate de strontium,10042-76-9,Toxin,4180186
,Nitric acid strontium salt,10042-76-9,Toxin,4180186
,Nitric acid strontium salt (2:1),10042-76-9,Toxin,4180186
,Strontium dinitrate,10042-76-9,Toxin,4180186
,Strontium nitric acid,10042-76-9,Toxin,4180186
,Strontium(II) nitrate (1:2),10042-76-9,Toxin,4180186
,Pacitran,14456-47-4,Toxin,4180186
,Terbium bromide,14456-47-4,Toxin,4180186
,Terbium bromide (TbBr3),14456-47-4,Toxin,4180186
,Disilver oxalate,533-51-7,Toxin,4180186
,'Ethanedioic acid, disilver(1+) salt',533-51-7,Toxin,4180186
,Oxalic acid disilver salt,533-51-7,Toxin,4180186
,Oxalic acid silver salt (1:2),533-51-7,Toxin,4180186
,'Oxalic acid, disilver(1+) salt',533-51-7,Toxin,4180186
,Silver oxalic acid,533-51-7,Toxin,4180186
,'Silver, (mu-(ethanedioato(2-)-O,O''',O',O''))di- (9CI)',533-51-7,Toxin,4180186
,'2,3,4,4',6-PCB',74472-38-1,Toxin,4180186
,'2,3,4,4',6-Pentachloro-1,1'-biphenyl',74472-38-1,Toxin,4180186
,PCB 115,74472-38-1,Toxin,4180186
,Additive ti,103-71-9,Toxin,4180186
,'Benzene,isocyanate',103-71-9,Toxin,4180186
,Carbanil,103-71-9,Toxin,4180186
,Fenylisokyanat,103-71-9,Toxin,4180186
,Isocyanatobenzene,103-71-9,Toxin,4180186
,'Isocyanic acid, phenyl ester',103-71-9,Toxin,4180186
,'Isocyanic acid, phenyl ester (8ci)',103-71-9,Toxin,4180186
,Karbanil,103-71-9,Toxin,4180186
,Mondur p,103-71-9,Toxin,4180186
,Phenyl carbonimide,103-71-9,Toxin,4180186
,Phenyl ester OF isocyanic acid,103-71-9,Toxin,4180186
,Phenyl isocyanic acid,103-71-9,Toxin,4180186
,Phenylcarbimide,103-71-9,Toxin,4180186
,PHNCO,103-71-9,Toxin,4180186
,PI,103-71-9,Toxin,4180186
,'2,2',3,4,5,6-Hexachloro-1,1'-biphenyl',41411-61-4,Toxin,4180186
,'2,2',3,4,5,6-PCB',41411-61-4,Toxin,4180186
,'Hexachloro-1,1'-biphenyl',41411-61-4,Toxin,4180186
,Hexachlorobiphenyl,41411-61-4,Toxin,4180186
,PCB 142,41411-61-4,Toxin,4180186
,'Anguidine deriv 4b,15-diacetoxy-3a,7a-dihydroxy-12,13-epoxytrichothec-9-en-8-one',14287-82-2,Toxin,4180186
,'2,3,3',4,5,5',6-Heptachloro-1,1'-biphenyl',74472-51-8,Toxin,4180186
,'2,3,3',4,5,5',6-PCB',74472-51-8,Toxin,4180186
,PCB 192,74472-51-8,Toxin,4180186
,2-(4-((5-(Trifluoromethyl)-2-pyridinyl)oxy)phenoxy)propanoic acid butyl ester,79241-46-6,Toxin,4180186
,'2-(4-((5-(Trifluoromethyl)-2-pyridinyl)oxy)phenoxy)propanoic acid, butyl ester',79241-46-6,Toxin,4180186
,2-4-5-(Trifluoromethyl)-2-pyridinyloxyphenoxypropanoic Acid Butyl Ester,79241-46-6,Toxin,4180186
,Sumicidin,51630-58-1,Toxin,4180186
,Butyl (RS)-2-(4-((5-(trifluoromethyl)-2-pyridinyl)oxy)phenoxy)propanoate,79241-46-6,Toxin,4180186
,Butyl 2-(4-((5-(trifluoromethyl)-2-pyridyl)oxy)phenoxy)propionate,79241-46-6,Toxin,4180186
,Butyl 2-(4-(5-(trifluoromethyl)-2-pyridinyloxy)phenoxy)propanoate,79241-46-6,Toxin,4180186
,Butyl 2-(4-{5-(trifluoromethyl)-2-pyridinyloxy}phenoxy)propanoate,79241-46-6,Toxin,4180186
,Butyl 2-(4-{5-(trifluoromethyl)pyridin-2-yloxy}phenoxy)propanoate,79241-46-6,Toxin,4180186
,Butyl 2-4-(5-Trifluoromethyl-2-pyridyloxy)phenoxypropionate,79241-46-6,Toxin,4180186
,Fluazifop butyl,79241-46-6,Toxin,4180186
,Fluazifop-p butyl,79241-46-6,Toxin,4180186
,Fusilade,79241-46-6,Toxin,4180186
,Halokon,79241-46-6,Toxin,4180186
,Onecide,79241-46-6,Toxin,4180186
,4-Trichloro-dibenzofuran,57117-34-7,Toxin,4180186
,'Dibenzofuran, 2,3,4-trichloro',57117-34-7,Toxin,4180186
,'1,2,3,8-Tetrachlorodibenzo-P-dioxin',53555-02-5,Toxin,4180186
,'1,2,3,8-TETRACHLORODIBENZO-P-DIOXIN',53555-02-5,Toxin,4180186
,'1,2,3,8-Tetrachlorodibenzo-para-dioxin',53555-02-5,Toxin,4180186
,'1,2,3,8-Tetrachlorodibenzodioxin',53555-02-5,Toxin,4180186
,Abrin-a A chain,53597-23-2,Toxin,4180186
,Abrin-a B chain,53597-23-2,Toxin,4180186
,rRNA N-glycosidase,53597-23-2,Toxin,4180186
,'2',4'-Dihydroxy-2-(p-hydroxyphenyl)-Propiophenone',21255-69-6,Toxin,4180186
,'2,4-Dihydroxyphenyl p-hydroxyphenethyl ketone',21255-69-6,Toxin,4180186
,O-Demethylangolensin,21255-69-6,Toxin,4180186
,O-Demethylangolesin,21255-69-6,Toxin,4180186
,'1,2,3,4,7,8-Hexachloro-dibenzob,e1,4dioxin',39227-28-6,Toxin,4180186
,'1,2,3,4,7,8-Hexachlorodibenzo(b,e)(1,4)dioxin',39227-28-6,Toxin,4180186
,'1,2,3,4,7,8-Hexachlorodibenzo-P-dioxin',39227-28-6,Toxin,4180186
,'1,2,3,4,7,8-Hexachlorooxanthrene',39227-28-6,Toxin,4180186
,'1,2,3,4,7,8-HxCDD',39227-28-6,Toxin,4180186
,HCDD,39227-28-6,Toxin,4180186
,Hexachlorodibenzo-p-dioxin,39227-28-6,Toxin,4180186
,PCDD 66,39227-28-6,Toxin,4180186
,Demofix,99592-32-2,Toxin,4180186
,Ertaczo,99592-32-2,Toxin,4180186
,Sertaconazol,99592-32-2,Toxin,4180186
,Sertaconazolum,99592-32-2,Toxin,4180186
,Lead (su)peroxide,1309-60-0,Toxin,4180186
,Lead brown,1309-60-0,Toxin,4180186
,Lead oxide,1309-60-0,Toxin,4180186
,Lead oxide (PbO2),1309-60-0,Toxin,4180186
,Lead oxide brown,1309-60-0,Toxin,4180186
,Lead peroxide,1309-60-0,Toxin,4180186
,Lead peroxide (PbO2),1309-60-0,Toxin,4180186
,Lead superoxide,1309-60-0,Toxin,4180186
,Lead(IV) oxide,1309-60-0,Toxin,4180186
,Lepro,1309-60-0,Toxin,4180186
,PbO2,1309-60-0,Toxin,4180186
,Caproaldehyde,66-25-1,Toxin,4180186
,Caproic aldehyde,66-25-1,Toxin,4180186
,Capronaldehyde,66-25-1,Toxin,4180186
,Hexaldehyde,66-25-1,Toxin,4180186
,Hexanaldehyde,66-25-1,Toxin,4180186
,Hexylaldehyde,66-25-1,Toxin,4180186
,N-Caproaldehyde,66-25-1,Toxin,4180186
,N-Hexanal,66-25-1,Toxin,4180186
,N-Hexylaldehyde,66-25-1,Toxin,4180186
,'1,4-Dimethylbenzene',106-42-3,Toxin,4180186
,'1,4-Dimethylbenzol',106-42-3,Toxin,4180186
,'1,4-xylene',106-42-3,Toxin,4180186
,4-methyltoluene,106-42-3,Toxin,4180186
,p-dimethylbenzene,106-42-3,Toxin,4180186
,p-Methyltoluene,106-42-3,Toxin,4180186
,P-Xylene,106-42-3,Toxin,4180186
,p-Xylol,106-42-3,Toxin,4180186
,para-xylene,106-42-3,Toxin,4180186
,Aeromax Diskus,89365-50-4,Toxin,4180186
,Arial,89365-50-4,Toxin,4180186
,GR-33343-X,89365-50-4,Toxin,4180186
,GR-33343X,89365-50-4,Toxin,4180186
,Salmaterol,89365-50-4,Toxin,4180186
,Salmetedur,89365-50-4,Toxin,4180186
,Salmeterolum,89365-50-4,Toxin,4180186
,Serevent,89365-50-4,Toxin,4180186
,Serevent diskus,89365-50-4,Toxin,4180186
,'5,5-Diphenyl-imidazolidine-2,4-dione',57-41-0,Toxin,4180186
,'5,5-Diphenylhydantoin',57-41-0,Toxin,4180186
,'5,5-diphenylimidazolidine-2,4-dione',57-41-0,Toxin,4180186
,'5,5-diphenyltetrahydro-1H-2,4-imidazoledione\t',57-41-0,Toxin,4180186
,'5,5-Diphenyltetrahydro-1H-2,4-imidazoledione',57-41-0,Toxin,4180186
,'5,5-Dwufenylohydantoina',57-41-0,Toxin,4180186
,Dihydantoin,57-41-0,Toxin,4180186
,DILANTIN,57-41-0,Toxin,4180186
,Dilantin-125,57-41-0,Toxin,4180186
,Diphenylan Sodium,57-41-0,Toxin,4180186
,Diphenylhydantoin,57-41-0,Toxin,4180186
,Diphenylhydatanoin,57-41-0,Toxin,4180186
,Epanutin,57-41-0,Toxin,4180186
,Eptoin,57-41-0,Toxin,4180186
,Fenitoina,57-41-0,Toxin,4180186
,PHENTYTOIN,57-41-0,Toxin,4180186
,Phenytek,57-41-0,Toxin,4180186
,Phenytoin Sodium,57-41-0,Toxin,4180186
,Phenytoine,57-41-0,Toxin,4180186
,Phenytoinum,57-41-0,Toxin,4180186
,a-Cyano-3-phenoxybenzyl 2-(4-chlorophenyl)-3-methylbutyrate,51630-58-1,Toxin,4180186
,Agrofen,51630-58-1,Toxin,4180186
,alpha-Cyano-3-phenoxybenzyl 2-(4-chlorophenyl)isovalerate,51630-58-1,Toxin,4180186
,Aqmatrine,51630-58-1,Toxin,4180186
,Asana,51630-58-1,Toxin,4180186
,Belmark,51630-58-1,Toxin,4180186
