county_ref_id,county_name,state,county_fips,urban_density_category,pm25_baseline_mean,ses_index,centroid_lat,centroid_lon
1377,Randolph County,MN,MN-064,Small Town,6.92818650077221,29.95,44.0214342846671,-90.4785303149902
1378,Scott County,MN,MN-065,Small Town,7.34153643208551,70.43,46.5732493561038,-91.5432407474863
1379,Clark County,MN,MN-066,Suburban,11.9455198922996,92.61,48.1910394294707,-94.4929908485904
1380,Carroll County,MN,MN-067,Small Town,8.62052149165663,51.53,47.5956960016234,-91.2444063931385
1381,Harrison County,MN,MN-068,Suburban,9.91377902655181,48.12,44.7808669107015,-94.1543145611142
1382,Johnson County,MN,MN-069,Rural,5.97880866624057,18.57,47.2516259094417,-91.4338739638582
1383,Knox County,MN,MN-070,Small Town,8.06249840278105,69.70,44.3111395211752,-90.6609164750528
1384,Lawrence County,MN,MN-071,Small Town,7.57022139289862,52.35,46.1773973743224,-92.0883597446395
1385,Morgan County,MN,MN-072,Small Town,8.29980017897983,11.18,45.6939786614055,-91.8360252609173
1386,Orange County,MN,MN-073,Rural,5.57049506338385,77.79,47.3022583124513,-92.4181326876765
1387,Ross County,MN,MN-074,Small Town,8.13613543170351,40.05,44.6183077241465,-93.9271188596378
1388,Shelby County,MN,MN-075,Small Town,6.76155898575947,94.88,48.1532776804853,-92.4007376061608
1389,Sullivan County,MN,MN-076,Suburban,11.6869046746917,26.33,46.9219398523212,-95.4160456167639
1390,Wilson County,MN,MN-077,Small Town,6.4842527654297,53.39,47.1960106403835,-92.909272708328
1391,Benton County,MN,MN-078,Small Town,8.44941308884281,13.72,48.5002188911633,-91.0136663168416
1392,Cass County,MN,MN-079,Suburban,10.7696012116567,35.63,46.9262944283424,-93.9490919554885
1393,Chester County,MN,MN-080,Suburban,8.8124461379378,92.82,47.9715861721835,-96.063283532955
1394,Washington County,MN,MN-081,Small Town,7.96003586457456,32.32,44.6627031746185,-92.3307907571804
1395,Jefferson County,MN,MN-082,Small Town,6.73796824725886,10.60,47.2136300921281,-91.1545358387292
1396,Franklin County,MN,MN-083,Suburban,9.66001033392927,79.48,45.6531679297102,-90.1985534803808
1397,Lincoln County,MN,MN-084,Rural,5.63005760615849,94.49,48.2206851055551,-89.757631608754
1398,Madison County,MN,MN-085,Small Town,8.47243051526022,19.32,44.5482790829496,-96.0747972296383
1399,Jackson County,MN,MN-086,Suburban,11.6053073356614,21.24,46.1085322527346,-93.859736522148
1400,Monroe County,MN,MN-087,Suburban,10.4261853430058,32.30,46.5306030439817,-91.7653923918873
1401,Washington County,MS,MS-001,Small Town,7.18270417938029,61.86,32.5377766301514,-88.5492001006278
1402,Jefferson County,MS,MS-002,Small Town,8.46354859077636,69.12,30.2331425098855,-91.0846883044756
1403,Franklin County,MS,MS-003,Small Town,8.12785744470338,16.57,31.9337510485472,-91.587708465272
1404,Lincoln County,MS,MS-004,Suburban,10.82086963457,55.11,34.5590324221834,-89.8257147852898
1405,Madison County,MS,MS-005,Suburban,11.1406216679193,37.93,30.353304861845,-90.4132841553835
1406,Jackson County,MS,MS-006,Small Town,6.01451611130996,70.44,34.7561866831701,-91.1046038916392
1407,Monroe County,MS,MS-007,Rural,5.95370174091659,20.68,30.9771801331644,-90.0846606607928
1408,Union County,MS,MS-008,Small Town,8.28196201296723,45.24,33.6460726706122,-91.5092359616909
1409,Clay County,MS,MS-009,Rural,6.18151244909841,18.45,33.3763768660707,-89.7788287109348
1410,Marion County,MS,MS-010,Suburban,10.4603290931762,20.33,34.3707252104492,-90.6288898980924
1411,Adams County,MS,MS-011,Rural,5.38875680602443,79.32,32.9150503109967,-91.4045612033991
1412,Wayne County,MS,MS-012,Small Town,7.15844262618842,26.30,32.9221654041219,-88.5369537576954
1413,Greene County,MS,MS-013,Small Town,8.85208301779651,45.55,33.6028048816989,-88.7441252323363
1414,Warren County,MS,MS-014,Suburban,11.1365438562387,48.92,34.3258560246031,-88.6088108050263
1415,Fayette County,MS,MS-015,Small Town,8.41356763811921,22.02,30.2550293274569,-88.3237552827351
1416,Montgomery County,MS,MS-016,Small Town,7.46838111806247,11.88,34.9448104915772,-88.8528048538701
1417,Lake County,MS,MS-017,Small Town,6.51807259083327,62.76,33.8432584455772,-90.9699334691693
1418,Grant County,MS,MS-018,Suburban,11.5789919486653,65.20,31.6160107660746,-90.4560042248155
1419,Douglas County,MS,MS-019,Small Town,6.40960669477268,29.49,32.2586909901139,-89.3887671858288
1420,Hamilton County,MS,MS-020,Small Town,6.68392956770239,65.49,33.6942795091412,-88.700110423511
1421,Perry County,MS,MS-021,Small Town,6.49339359732342,61.28,32.0694097900067,-89.5953886567786
1422,Pike County,MS,MS-022,Suburban,10.8282583693302,72.13,30.7401727044502,-89.1140847440732
1423,Polk County,MS,MS-023,Suburban,11.3812076739417,69.94,33.6716913261425,-89.5126826357688
1424,Randolph County,MS,MS-024,Rural,4.12390150219977,59.25,32.1807546609012,-89.4785839398773
1425,Scott County,MS,MS-025,Small Town,8.15195395262462,51.48,30.9845563812932,-89.0771025606532
1426,Clark County,MS,MS-026,Suburban,10.0561153433902,49.31,34.1968234176608,-90.3453244327867
1427,Carroll County,MS,MS-027,Small Town,7.36785689925999,15.88,33.5614547485473,-89.817915572985
1428,Harrison County,MS,MS-028,Small Town,6.67928067354932,28.20,33.4711375824608,-90.7711384243683
1429,Johnson County,MS,MS-029,Small Town,6.67240477590156,30.63,31.4982463251117,-89.9795613963369
1430,Knox County,MS,MS-030,Small Town,8.69646676329492,75.87,31.1093593639154,-89.1406503004709
1431,Lawrence County,MS,MS-031,Suburban,8.42499125755596,56.05,31.1344279764656,-88.8892549589261
1432,Morgan County,MS,MS-032,Suburban,10.9457408150793,68.13,34.4313498979573,-90.2894075888834
1433,Orange County,MS,MS-033,Rural,5.54956078020106,15.58,34.67509017099,-90.0070913472483
1434,Ross County,MS,MS-034,Rural,3.63079202637686,53.14,34.4341568098682,-89.7429133307084
1435,Shelby County,MS,MS-035,Small Town,7.71925565410949,42.44,31.9962410835524,-89.8681792762799
1436,Sullivan County,MS,MS-036,Small Town,7.52739529748703,73.16,33.4678190356866,-89.5896686943633
1437,Wilson County,MS,MS-037,Small Town,6.03830908156971,88.48,31.2838061114928,-89.6013228638282
1438,Benton County,MS,MS-038,Suburban,8.6874998070676,18.87,34.3765239384589,-90.1263154993257
1439,Cass County,MS,MS-039,Suburban,10.0861302888917,53.04,32.4360518795922,-88.2054620792417
1440,Chester County,MS,MS-040,Small Town,8.2829563439315,24.51,32.6896036145975,-91.5288517797313
1441,Washington County,MS,MS-041,Small Town,8.77677796309324,12.21,33.454915697399,-91.418988355679
1442,Jefferson County,MS,MS-042,Suburban,9.38098130673774,14.64,31.1337444628164,-89.1616011536393
1443,Franklin County,MS,MS-043,Small Town,6.14192896804114,48.77,32.8429713151299,-89.5944470720718
1444,Lincoln County,MS,MS-044,Suburban,10.3704452852048,79.36,31.0755252262817,-91.2699403743265
1445,Madison County,MS,MS-045,Suburban,9.81420661688664,56.11,31.5225287978487,-88.6659405103059
1446,Jackson County,MS,MS-046,Small Town,6.24268851138841,79.93,32.6109676046738,-91.3628052175328
1447,Monroe County,MS,MS-047,Small Town,6.27516579839823,85.05,31.1494359403737,-89.1210574331376
1448,Union County,MS,MS-048,Small Town,8.65888948782744,78.23,33.6349596954456,-89.9312501734004
1449,Clay County,MS,MS-049,Small Town,7.67946145799055,79.92,33.8522041650538,-88.7831992670005
1450,Marion County,MS,MS-050,Small Town,7.95802671336701,46.20,34.9385022325159,-88.8598364747729
1451,Adams County,MS,MS-051,Small Town,6.04760789829067,18.85,32.4553532637993,-91.5347956480376
1452,Wayne County,MS,MS-052,Rural,3.65155690935968,51.92,31.5829624868413,-88.709812553311
1453,Greene County,MS,MS-053,Suburban,10.1711545123766,60.34,30.4778597814607,-88.3730344308643
1454,Warren County,MS,MS-054,Suburban,10.2771121798161,19.06,33.3571471578971,-90.6375003063688
1455,Fayette County,MS,MS-055,Rural,5.37905488117941,85.38,31.6047216328926,-89.91397109353
1456,Montgomery County,MS,MS-056,Rural,3.77568866138215,48.59,32.2263299298576,-90.4960518769803
1457,Lake County,MS,MS-057,Rural,3.84768128647907,67.98,34.2724876399892,-89.4290312841989
1458,Grant County,MS,MS-058,Small Town,8.6931427142839,68.70,33.7657911613536,-91.2483805520003
1459,Douglas County,MS,MS-059,Small Town,7.0793285091202,85.95,32.9561675192664,-88.931435399748
1460,Hamilton County,MS,MS-060,Suburban,8.08612543136105,76.34,30.53682444546,-91.4369060534583
1461,Perry County,MS,MS-061,Suburban,10.7993100843162,38.01,31.79636084161,-88.1717969597334
1462,Pike County,MS,MS-062,Rural,5.268101276036,28.96,30.6372224607252,-90.671138074264
1463,Polk County,MS,MS-063,Small Town,7.94249726613287,43.05,30.3701591289988,-89.6711049115065
1464,Randolph County,MS,MS-064,Rural,5.49015617514202,26.88,32.2096855826457,-89.5114203122444
1465,Scott County,MS,MS-065,Small Town,7.77851261365724,68.81,33.2244550911019,-88.5384474651072
1466,Clark County,MS,MS-066,Suburban,9.20225746052786,62.01,31.2014442053079,-88.9388574331485
1467,Carroll County,MS,MS-067,Small Town,7.97108082438463,89.00,30.405387361971,-89.1668314708443
1468,Harrison County,MS,MS-068,Suburban,8.61394476077798,90.62,33.7270496992047,-89.3116561438013
1469,Johnson County,MS,MS-069,Suburban,11.4551295313705,62.43,33.1888816632803,-89.3096319175454
1470,Knox County,MS,MS-070,Small Town,7.15615618511006,44.03,34.169836927595,-89.9061625051607
1471,Lawrence County,MS,MS-071,Rural,5.60858355740061,38.19,31.2626956129795,-91.4844019786798
1472,Morgan County,MS,MS-072,Rural,6.36308785697008,44.95,32.8554720510111,-89.0183567196555
1473,Orange County,MS,MS-073,Rural,3.66043130965705,38.30,33.4376424374371,-89.9707741512712
1474,Ross County,MS,MS-074,Rural,4.50794235517822,10.14,31.2930942274976,-89.5193411522531
1475,Shelby County,MS,MS-075,Suburban,8.36168061658943,32.42,32.1550786321747,-88.9537483624257
1476,Sullivan County,MS,MS-076,Small Town,7.68935601034286,43.12,34.2574673538783,-91.4579490777453
1477,Wilson County,MS,MS-077,Suburban,11.0153825909453,47.34,31.9829767951213,-90.8316653153872
1478,Benton County,MS,MS-078,Small Town,8.56161107746444,57.10,33.8716417010842,-90.9260275746211
1479,Cass County,MS,MS-079,Small Town,8.41702214897328,51.29,31.9827537199504,-90.9566145522718
1480,Chester County,MS,MS-080,Small Town,7.80080534487857,40.44,32.8339539241606,-88.7290291430405
1481,Washington County,MS,MS-081,Suburban,9.48872120692825,74.15,32.1652149795552,-90.2845058292883
1482,Jefferson County,MS,MS-082,Rural,5.96001413425063,52.98,32.0856937505117,-90.7318937047047
1483,Washington County,MO,MO-001,Small Town,7.39252493839479,68.31,40.4395799706607,-90.8627247312975
1484,Jefferson County,MO,MO-002,Small Town,6.0784865517708,22.39,37.9494531977076,-89.7689968788625
1485,Franklin County,MO,MO-003,Small Town,7.39234890573667,94.75,36.6238908522985,-93.7806148393236
1486,Lincoln County,MO,MO-004,Suburban,9.40906506060842,92.15,37.1359941863733,-94.7094543462148
1487,Madison County,MO,MO-005,Small Town,7.67899804162974,32.15,36.5306266181705,-89.4747044686652
1488,Jackson County,MO,MO-006,Small Town,7.77496563773253,20.58,38.0537807428198,-94.9186015465352
1489,Monroe County,MO,MO-007,Small Town,7.02809037701968,63.59,36.4311167242515,-94.7197166710982
1490,Union County,MO,MO-008,Small Town,6.71182593583745,75.77,39.2784052986562,-89.5835173579121
1491,Clay County,MO,MO-009,Rural,4.461780219345,38.08,40.0429792601244,-93.2397072442545
1492,Marion County,MO,MO-010,Suburban,10.1180675556331,10.38,39.3081785109447,-95.7190091136371
1493,Adams County,MO,MO-011,Small Town,6.3095406241215,19.72,38.7865251436696,-95.7386557204217
1494,Wayne County,MO,MO-012,Small Town,8.70864907765723,88.37,40.3893730106443,-95.337948464773
1495,Greene County,MO,MO-013,Small Town,7.53762966379848,51.60,37.5472627098534,-95.0918331445615
1496,Warren County,MO,MO-014,Suburban,8.96494630826478,77.20,37.0751054088295,-90.4435539523988
1497,Fayette County,MO,MO-015,Rural,3.54580265568643,64.00,40.3793713079515,-93.7977879347506
1498,Montgomery County,MO,MO-016,Suburban,9.81487218938999,37.46,38.6721554299236,-91.0026691591555
1499,Lake County,MO,MO-017,Small Town,6.71979325001205,89.77,38.8648060451561,-93.3529412878507
1500,Grant County,MO,MO-018,Suburban,9.62345917532279,90.85,36.1440932915937,-89.7401869791833
1501,Douglas County,MO,MO-019,Small Town,6.69002278627662,20.24,38.659980181677,-91.8673996798906
1502,Hamilton County,MO,MO-020,Rural,5.96014311342703,34.70,37.6087911101915,-90.6391775760847
1503,Perry County,MO,MO-021,Small Town,8.99265669697492,68.63,38.6390084073421,-89.1311739849495
1504,Pike County,MO,MO-022,Suburban,11.5006733588139,72.88,36.4905759858886,-94.208696097028
1505,Polk County,MO,MO-023,Small Town,7.91334065399689,58.70,38.0457849157656,-94.1622396064039
1506,Randolph County,MO,MO-024,Suburban,8.46122704458313,47.83,37.6397683385235,-92.6835188409151
1507,Scott County,MO,MO-025,Small Town,8.39942656806565,60.49,37.2140094418098,-89.9047095427626
1508,Clark County,MO,MO-026,Suburban,8.67745503650907,59.03,36.6298146692,-91.2861910255176
1509,Carroll County,MO,MO-027,Suburban,8.11263361148762,40.67,38.2427606664814,-90.768978399756
1510,Harrison County,MO,MO-028,Suburban,11.8868634862507,54.21,36.6294054063133,-91.4972922083783
1511,Johnson County,MO,MO-029,Suburban,10.9595243597413,52.95,39.3367414997421,-91.4354788645662
1512,Knox County,MO,MO-030,Small Town,7.86470908355133,20.58,39.1842665794792,-95.4618705613931
1513,Lawrence County,MO,MO-031,Small Town,7.29367281121732,13.43,40.1891161530517,-94.6167596089648
1514,Morgan County,MO,MO-032,Rural,5.39883543372639,42.98,39.781916865481,-92.7480932772749
1515,Orange County,MO,MO-033,Suburban,11.1866228240793,77.36,38.6741382477598,-94.2042635911359
1516,Ross County,MO,MO-034,Small Town,7.76211928196202,92.00,40.4388818638218,-94.4980787472396
1517,Shelby County,MO,MO-035,Small Town,7.83070677182225,20.58,36.3059773791856,-95.2680893284852
1518,Sullivan County,MO,MO-036,Suburban,8.60553504470761,23.62,38.3581734394625,-91.8585779383198
1519,Wilson County,MO,MO-037,Suburban,10.6881530505592,69.99,38.4051936388207,-94.4718111759541
1520,Benton County,MO,MO-038,Suburban,8.03723355115182,33.70,37.8005072451357,-89.8081132083051
1521,Cass County,MO,MO-039,Small Town,7.2747724541621,37.72,36.0991801950747,-93.6156627624148
1522,Chester County,MO,MO-040,Rural,4.75861213029909,73.85,40.3725484810247,-89.7250576168945
1523,Washington County,MO,MO-041,Small Town,8.18377438358258,58.73,38.927932518408,-90.2244962496594
1524,Jefferson County,MO,MO-042,Suburban,10.1240025674452,82.86,37.2857812462652,-89.9138063075157
1525,Franklin County,MO,MO-043,Suburban,11.3974032482701,71.87,39.3699568700685,-92.2959685951673
1526,Lincoln County,MO,MO-044,Small Town,8.66478359901867,35.82,38.3558776953632,-91.5196507280928
1527,Madison County,MO,MO-045,Small Town,8.29192331812366,56.64,39.6873892188231,-93.7914330147403
1528,Jackson County,MO,MO-046,Rural,6.1901008254487,65.58,39.7220882944334,-93.6833712483475
1529,Monroe County,MO,MO-047,Small Town,6.62621652879588,64.20,36.3047224109747,-90.2644639189712
1530,Union County,MO,MO-048,Small Town,8.24646117915893,13.17,37.4251780852564,-91.9611447003592
1531,Clay County,MO,MO-049,Suburban,9.32575357538358,20.95,40.0207933014095,-93.1228147827147
1532,Marion County,MO,MO-050,Small Town,8.86956354502468,48.49,36.684854423211,-89.9112141180629
1533,Adams County,MO,MO-051,Rural,3.7967660549907,87.27,38.3769094772081,-91.1322763566186
1534,Wayne County,MO,MO-052,Suburban,8.83283748385572,18.27,39.5107802907241,-92.6140476907714
1535,Greene County,MO,MO-053,Small Town,8.7319248125334,58.07,38.1409106211255,-91.7458190682367
1536,Warren County,MO,MO-054,Small Town,8.45244934731582,77.37,40.17896364983,-94.5497372967272
1537,Fayette County,MO,MO-055,Suburban,11.2883002642837,46.09,38.109149090397,-91.826542956314
1538,Montgomery County,MO,MO-056,Rural,5.59075513892898,43.36,39.4097204232217,-94.5798696147649
1539,Lake County,MO,MO-057,Suburban,11.3926568930731,13.14,37.8228101914155,-90.8515499252639
1540,Grant County,MO,MO-058,Small Town,6.97154427693044,15.65,38.2964641740804,-90.7678437253173
1541,Douglas County,MO,MO-059,Rural,5.41175185321727,79.74,38.147001845956,-93.5863524525931
1542,Hamilton County,MO,MO-060,Suburban,11.0227625143034,57.11,36.3627098087868,-92.516546794736
1543,Perry County,MO,MO-061,Suburban,8.12929861532793,66.05,37.8606759543716,-90.8191003844538
1544,Pike County,MO,MO-062,Small Town,7.00044605746588,36.38,38.9354353607506,-90.1842829299842
1545,Polk County,MO,MO-063,Rural,4.29633333371494,70.80,36.6825842621121,-94.1100496972818
1546,Randolph County,MO,MO-064,Rural,4.25752458823822,43.02,38.5411039496453,-91.6346211981994
1547,Scott County,MO,MO-065,Suburban,11.0967640021151,11.07,36.7199397762452,-90.9008379922845
1548,Clark County,MO,MO-066,Small Town,7.36918226662655,81.51,38.4415327450931,-94.2852482075962
1549,Carroll County,MO,MO-067,Small Town,7.52789859699274,43.08,39.336931397249,-90.7483354422888
1550,Harrison County,MO,MO-068,Small Town,8.77432516241233,15.22,36.6541842806067,-90.8415133121903
1551,Johnson County,MO,MO-069,Suburban,10.3451274591506,26.08,36.7058240353099,-94.7667183951634
1552,Knox County,MO,MO-070,Rural,5.92776757335817,27.47,36.5687131765549,-92.6074857906026
1553,Lawrence County,MO,MO-071,Suburban,8.61172010546132,49.91,38.9895706566656,-94.9368950975213
1554,Morgan County,MO,MO-072,Small Town,6.64761292721618,12.27,39.5472818421385,-93.4045681624156
1555,Orange County,MO,MO-073,Small Town,8.22219835458536,77.45,38.5778449323664,-90.874119457693
1556,Ross County,MO,MO-074,Suburban,8.46530745773222,65.28,38.07866660979,-95.2495671727247
1557,Shelby County,MO,MO-075,Suburban,9.03895387564559,88.49,36.8415673526028,-93.1398302061738
1558,Sullivan County,MO,MO-076,Suburban,9.2445108290617,26.87,37.8975723324254,-92.1181703537695
1559,Wilson County,MO,MO-077,Small Town,7.51031225707374,22.18,37.8783583761338,-95.2366395419948
1560,Benton County,MO,MO-078,Small Town,6.35396704762066,45.51,38.6160198423079,-91.2679464025764
1561,Cass County,MO,MO-079,Small Town,7.06783223704756,29.48,39.7189095529256,-92.5100333520891
1562,Chester County,MO,MO-080,Suburban,11.8932288332134,75.34,38.474446573302,-90.2516144524249
1563,Washington County,MO,MO-081,Small Town,7.88877339598087,70.86,38.0264415902106,-92.9094941990111
1564,Jefferson County,MO,MO-082,Suburban,8.89577872482627,71.68,39.2807577058649,-89.4639740136911
1565,Franklin County,MO,MO-083,Suburban,9.86648403149083,37.75,36.976431901261,-92.7611407925696
1566,Lincoln County,MO,MO-084,Small Town,8.44242025609077,33.64,39.6550424720641,-91.4545749375684
1567,Madison County,MO,MO-085,Small Town,7.21520460324923,91.73,38.6986695055027,-91.1653373128829
1568,Jackson County,MO,MO-086,Small Town,6.70313198514108,64.71,36.9760002706691,-90.7833303372758
1569,Monroe County,MO,MO-087,Small Town,8.41261718525216,55.04,36.3726448152645,-91.0931151231447
1570,Union County,MO,MO-088,Small Town,8.21617375264319,20.72,40.0008041153501,-92.2275263874692
1571,Clay County,MO,MO-089,Small Town,6.98339985771957,80.90,38.3272385449357,-93.7659325794393
1572,Marion County,MO,MO-090,Small Town,6.24715868848219,16.50,37.789351194279,-90.4094497631714
1573,Adams County,MO,MO-091,Suburban,11.7768386818886,53.09,37.0810044754962,-94.2312598209559
1574,Wayne County,MO,MO-092,Small Town,6.71735375959562,15.01,38.5732277548325,-94.1967763777546
1575,Greene County,MO,MO-093,Rural,4.99797956145731,17.37,39.6702926643515,-95.7353407801051
1576,Warren County,MO,MO-094,Small Town,6.96089513963016,24.31,38.9813326048917,-91.2709470487929
1577,Fayette County,MO,MO-095,Small Town,7.5224913923638,94.55,40.2126860418281,-93.050080366364
1578,Montgomery County,MO,MO-096,Small Town,6.22340804745005,44.97,39.3942218620783,-90.7817280689154
1579,Lake County,MO,MO-097,Small Town,7.42222848140747,32.43,37.7160239308372,-92.8920511935256
1580,Grant County,MO,MO-098,Small Town,6.41835961309041,35.46,40.4379241976766,-91.2555497291702
1581,Douglas County,MO,MO-099,Suburban,11.7230962018771,38.74,39.7186697178735,-89.7772105461608
1582,Hamilton County,MO,MO-100,Small Town,6.77565439133312,60.77,39.4556762440319,-89.6159980082883
1583,Perry County,MO,MO-101,Suburban,8.41583585469379,61.98,37.0425828029916,-94.0422190325539
1584,Pike County,MO,MO-102,Small Town,7.92166141398405,52.17,36.3899195615776,-93.0028364303405
1585,Polk County,MO,MO-103,Rural,5.00995278078294,64.33,36.7574536120898,-94.9869337074863
1586,Randolph County,MO,MO-104,Suburban,8.72301628628598,90.67,39.7811196279353,-94.9105730739288
1587,Scott County,MO,MO-105,Small Town,7.43044916813555,80.63,40.2570166201006,-91.5285998708793
1588,Clark County,MO,MO-106,Rural,5.9990342158101,41.16,39.1352080669725,-93.9964061167308
1589,Carroll County,MO,MO-107,Small Town,6.59455984889663,41.24,36.6179183205492,-94.2006266666996
1590,Harrison County,MO,MO-108,Suburban,8.5780464869957,60.45,39.5065394006076,-90.7073414466245
1591,Johnson County,MO,MO-109,Small Town,7.16826819375861,77.54,39.2162634715479,-91.7972857991773
1592,Knox County,MO,MO-110,Rural,3.66817608855747,50.14,38.2116585968103,-91.9867349132979
1593,Lawrence County,MO,MO-111,Small Town,7.06064948115665,84.42,38.190984224206,-95.4052345037495
1594,Morgan County,MO,MO-112,Rural,6.29255983737115,79.62,39.1776062176779,-91.1680365408778
1595,Orange County,MO,MO-113,Rural,6.15041842602052,47.31,39.3240630508872,-94.9889197366998
1596,Ross County,MO,MO-114,Suburban,10.271098693465,13.96,36.2308140431939,-92.101490588108
1597,Washington County,MT,MT-001,Suburban,8.28551659131008,24.41,47.744666484206,-115.803285863795
1598,Jefferson County,MT,MT-002,Small Town,7.78337682117177,16.56,48.6684805178873,-105.917230263299
1599,Franklin County,MT,MT-003,Rural,5.80867906627098,64.67,48.4865214163682,-114.722205367001
1600,Lincoln County,MT,MT-004,Rural,4.17255270549311,40.96,48.8534095709222,-107.565016931475
1601,Madison County,MT,MT-005,Rural,4.03539806089905,13.26,47.9584804053354,-105.661768378318
1602,Jackson County,MT,MT-006,Rural,5.71650711894168,17.14,47.3501303896306,-113.874227593456
1603,Monroe County,MT,MT-007,Suburban,9.99482124221113,93.32,48.0043043075829,-113.707229105644
1604,Union County,MT,MT-008,Suburban,10.9122513526556,58.05,45.2679222131951,-114.975462291333
1605,Clay County,MT,MT-009,Rural,5.52318645173253,33.62,46.9283861485158,-115.614074565317
1606,Marion County,MT,MT-010,Small Town,6.33898643902721,44.42,48.7298252088905,-105.343047216841
1607,Adams County,MT,MT-011,Rural,3.53431260595508,87.23,48.9118743688812,-114.972780288266
1608,Wayne County,MT,MT-012,Rural,3.8957352854278,23.20,44.4303683707277,-106.762097111518
1609,Greene County,MT,MT-013,Rural,4.15602992645742,53.33,46.4114963070115,-105.943998751874
1610,Warren County,MT,MT-014,Small Town,7.93864633708822,55.87,46.1687599091092,-110.978139049712
1611,Fayette County,MT,MT-015,Small Town,7.55097925226773,79.90,48.1082877654556,-113.927334195923
1612,Montgomery County,MT,MT-016,Small Town,7.60741204889869,77.83,47.0140664623687,-110.334522356572
1613,Lake County,MT,MT-017,Small Town,8.26315672328634,83.59,48.4919297641747,-113.854717457595
1614,Grant County,MT,MT-018,Suburban,8.48944972782708,92.33,48.69470783546,-108.569708836706
1615,Douglas County,MT,MT-019,Rural,6.1814612545588,55.91,46.0128996410732,-104.99130686048
1616,Hamilton County,MT,MT-020,Small Town,6.22972566445343,79.43,47.5022504290941,-111.051780275082
1617,Perry County,MT,MT-021,Rural,6.45641005932247,35.09,47.7775565410033,-109.071713392087
1618,Pike County,MT,MT-022,Small Town,6.75340991926877,17.15,48.6247648580429,-113.814482416017
1619,Polk County,MT,MT-023,Small Town,8.82827036131771,69.55,47.0970761168568,-110.135783331852
1620,Randolph County,MT,MT-024,Small Town,6.59849496400225,86.03,45.6275240379129,-109.357054164465
1621,Scott County,MT,MT-025,Small Town,8.45118476575549,88.34,46.3152917220216,-104.273146837848
1622,Clark County,MT,MT-026,Rural,5.35808834363801,59.38,47.0126979807185,-112.683984787656
1623,Carroll County,MT,MT-027,Suburban,10.3132464572817,20.30,48.9286415316059,-115.090312203782
1624,Harrison County,MT,MT-028,Small Town,6.71898898167095,36.22,48.296631736551,-107.567821037751
1625,Johnson County,MT,MT-029,Rural,6.39391332791103,56.28,44.9204053800089,-114.438209804023
1626,Knox County,MT,MT-030,Small Town,7.97658646523042,45.70,48.3893698545898,-110.121309501515
1627,Lawrence County,MT,MT-031,Small Town,8.10286867396101,25.79,45.8617473324883,-108.830646387879
1628,Morgan County,MT,MT-032,Small Town,7.95002541172969,30.70,48.7339999095986,-112.262475444941
1629,Orange County,MT,MT-033,Small Town,8.74026856357633,27.37,44.9349894685014,-109.82236013049
1630,Ross County,MT,MT-034,Rural,4.86448072509076,86.36,45.1457924602962,-105.444717500418
1631,Shelby County,MT,MT-035,Suburban,9.98862490613868,83.17,46.177306588447,-111.081064268695
1632,Sullivan County,MT,MT-036,Small Town,7.26706017342625,14.12,46.7438051351203,-110.190408660825
1633,Wilson County,MT,MT-037,Small Town,8.73185151059431,64.17,45.2066719013973,-114.923861617721
1634,Benton County,MT,MT-038,Suburban,8.13438771693205,67.40,44.6308566363287,-106.691911981474
1635,Cass County,MT,MT-039,Small Town,8.01757491700342,21.78,45.9392728479092,-112.699239252012
1636,Chester County,MT,MT-040,Small Town,8.44340738028544,87.81,47.8066201777052,-105.370477877664
1637,Washington County,MT,MT-041,Small Town,6.40546341297202,78.20,46.0159952594818,-110.317641404139
1638,Jefferson County,MT,MT-042,Small Town,7.29199921859371,64.92,44.5188563091114,-105.374201596991
1639,Franklin County,MT,MT-043,Small Town,6.60875771437491,45.82,46.8784038187668,-111.54408748599
1640,Lincoln County,MT,MT-044,Small Town,6.56579095251271,83.49,48.0219784405129,-105.65689417476
1641,Madison County,MT,MT-045,Suburban,9.21236355201289,91.64,44.4803326203295,-114.807751036163
1642,Jackson County,MT,MT-046,Small Town,7.32612579177004,30.11,48.2105078216439,-104.040751947054
1643,Monroe County,MT,MT-047,Small Town,6.94424071261264,42.96,48.4816551923268,-105.773218079914
1644,Union County,MT,MT-048,Small Town,8.81179449186183,37.30,46.8897422178006,-110.211973939723
1645,Clay County,MT,MT-049,Small Town,7.90433645924578,48.52,46.2454032893851,-107.057362092843
1646,Marion County,MT,MT-050,Rural,6.23153339294441,78.21,46.6624057925138,-112.419089546556
1647,Adams County,MT,MT-051,Rural,5.98766421310072,52.41,44.7505243931752,-112.460425481505
1648,Wayne County,MT,MT-052,Rural,5.92597080214642,75.94,48.6081902247769,-106.948456268676
1649,Greene County,MT,MT-053,Rural,3.50484512883582,93.89,47.2911637020693,-113.24099102127
1650,Warren County,MT,MT-054,Suburban,9.5667573533748,44.10,44.7878608242158,-113.668056964224
1651,Fayette County,MT,MT-055,Suburban,8.2409406042059,89.38,47.9603757219551,-106.603965233002
1652,Montgomery County,MT,MT-056,Suburban,9.4837395508831,43.55,47.2322071596584,-107.099849116626
1653,Washington County,NE,NE-001,Small Town,6.89520468404699,30.33,42.0700445345264,-100.834059302819
1654,Jefferson County,NE,NE-002,Suburban,10.3788605104775,27.76,42.1561035914173,-102.489800465641
