county_ref_id,county_name,state,urban_density_category,pm25_baseline_mean,ses_index,centroid_lat,centroid_lon,patient_count
1030,Benton County,KY,Small Town,8.98,29.4,37.959,-88.016,3
903,Montgomery County,KS,Rural,6.06,90.5,38.736,-101.681,3
2076,Shelby County,OH,Rural,6.11,47.9,41.221,-84.728,3
1193,Washington County,MD,Small Town,8.50,27.4,38.415,-78.420,3
2212,Jackson County,OR,Small Town,8.78,85.4,46.090,-124.384,3
591,Washington County,ID,Suburban,8.78,58.2,45.180,-113.342,3
1534,Wayne County,MO,Rural,3.79,47.5,39.653,-94.246,3
2940,Carroll County,WA,Suburban,11.82,68.9,48.994,-119.175,3
991,Randolph County,KS,Small Town,7.12,56.5,38.884,-97.226,3
732,Sullivan County,IN,Rural,3.69,46.0,39.290,-86.063,3
253,Clay County,CO,Suburban,10.17,65.9,40.936,-108.349,3
2639,Benton County,TX,Small Town,6.58,39.6,33.684,-97.809,3
2231,Scott County,OR,Suburban,8.79,73.1,42.787,-121.093,3
600,Jackson County,IL,Small Town,8.13,59.7,41.025,-91.499,3
2215,Clay County,OR,Rural,5.31,16.9,45.169,-118.249,3
2289,Monroe County,PA,Suburban,10.22,15.4,42.229,-80.112,3
1145,Orange Parish,LA,Small Town,8.33,55.7,31.338,-93.211,3
310,Jefferson County,CT,Suburban,10.91,51.0,41.293,-71.925,3
1218,Jefferson County,MA,Urban Core,17.97,44.9,41.734,-71.112,3
1412,Wayne County,MS,Suburban,8.22,48.0,34.606,-91.589,3
1551,Johnson County,MO,Small Town,7.78,43.3,36.607,-95.526,3
184,Orange County,AR,Rural,6.17,65.0,35.572,-91.378,3
1334,Perry County,MN,Small Town,7.55,85.4,43.676,-92.523,3
2960,Union County,WV,Small Town,8.02,90.5,37.228,-79.597,3
2438,Wayne County,TN,Suburban,11.66,34.7,36.569,-87.405,3
626,Morgan County,IL,Suburban,8.85,23.6,42.163,-88.184,3
2707,Clark County,TX,Suburban,8.74,70.5,33.029,-103.665,3
2737,Montgomery County,TX,Suburban,10.14,28.5,35.890,-101.078,3
3040,Orange County,WI,Rural,5.39,75.9,45.497,-89.643,3
1658,Jackson County,NE,Small Town,6.21,32.4,40.632,-100.690,3
1921,Orange County,NC,Small Town,8.59,80.6,35.719,-78.734,3
2358,Lincoln County,SC,Small Town,8.88,79.4,32.499,-82.219,3
2262,Hamilton County,PA,Small Town,7.28,27.3,40.976,-80.298,3
2431,Madison County,TN,Small Town,7.24,90.6,36.205,-86.491,3
182,Lawrence County,AR,Small Town,7.04,21.6,36.489,-91.824,3
1839,Greene County,NY,Suburban,8.30,76.8,41.853,-76.761,3
728,Morgan County,IN,Small Town,7.84,72.8,40.493,-87.313,3
897,Marion County,KS,Suburban,9.38,56.6,37.914,-100.318,3
2708,Carroll County,TX,Small Town,6.64,22.5,31.281,-101.331,3
1796,Franklin County,NM,Small Town,7.35,26.0,34.168,-109.018,3
2342,Harrison County,SC,Small Town,7.21,89.3,34.789,-79.605,3
1111,Cass County,KY,Small Town,6.89,80.2,37.699,-88.181,3
374,Fayette County,FL,Small Town,7.18,80.3,26.808,-86.922,3
496,Knox County,GA,Suburban,9.25,25.6,31.572,-82.728,3
455,Johnson County,GA,Suburban,10.88,58.6,32.364,-83.594,3
2169,Chester County,OK,Small Town,6.60,10.6,35.199,-101.535,3
558,Union County,ID,Small Town,8.38,73.6,47.305,-111.580,3
1763,Washington County,NH,Small Town,6.95,17.2,44.657,-71.911,3
2286,Lincoln County,PA,Suburban,10.71,19.4,40.284,-77.940,3
2017,Johnson County,ND,Rural,4.83,28.3,48.954,-100.615,3
231,Madison County,CA,Suburban,10.54,84.2,32.527,-121.625,3
697,Washington County,IN,Suburban,10.23,12.1,40.346,-87.411,3
2247,Madison County,PA,Small Town,7.01,20.8,42.238,-77.646,3
2047,Jackson County,OH,Small Town,7.60,75.3,40.631,-82.694,3
1355,Jefferson County,MN,Suburban,9.43,38.5,45.727,-94.050,3
1231,Washington County,MI,Rural,4.03,38.3,44.984,-86.287,3
1743,Adams County,NE,Rural,5.65,26.3,40.376,-96.330,3
829,Washington County,IA,Small Town,6.94,13.1,40.869,-93.094,3
2432,Jackson County,TN,Suburban,11.79,30.4,35.190,-85.254,3
615,Perry County,IL,Suburban,8.70,33.6,41.172,-90.913,3
2428,Jefferson County,TN,Small Town,6.72,88.9,36.353,-85.739,3
2014,Clark County,ND,Suburban,8.61,75.8,46.989,-99.518,3
692,Grant County,IL,Suburban,11.58,62.8,42.035,-90.060,3
2628,Carroll County,TX,Small Town,8.57,32.6,27.189,-98.951,3
965,Benton County,KS,Small Town,8.72,34.8,37.849,-96.082,3
735,Cass County,IN,Small Town,7.14,59.2,39.319,-85.247,3
1337,Randolph County,MN,Rural,5.74,65.5,45.329,-94.802,3
1383,Knox County,MN,Small Town,8.43,11.3,45.415,-94.625,3
2263,Perry County,PA,Suburban,8.81,52.3,41.677,-77.072,3
394,Union County,GA,Small Town,6.70,48.8,32.764,-84.936,3
1486,Lincoln County,MO,Small Town,6.79,49.7,39.590,-89.151,3
2711,Knox County,TX,Small Town,8.70,50.4,35.157,-99.855,3
2858,Chester County,VA,Small Town,6.86,15.1,39.289,-75.700,3
1102,Knox County,KY,Small Town,8.02,25.3,36.876,-85.382,3
2992,Chester County,WV,Rural,6.49,71.3,37.797,-79.318,3
1553,Lawrence County,MO,Small Town,8.11,13.9,39.734,-93.444,3
501,Shelby County,GA,Rural,5.47,63.4,34.645,-81.355,3
2631,Knox County,TX,Small Town,6.69,13.2,33.350,-94.145,3
949,Pike County,KS,Small Town,6.49,76.7,38.739,-100.336,3
2679,Benton County,TX,Rural,5.19,53.4,34.253,-104.837,3
840,Wayne County,IA,Suburban,8.97,58.3,42.187,-94.614,3
2283,Washington County,PA,Small Town,8.42,60.2,42.295,-75.695,3
2713,Morgan County,TX,Suburban,8.50,40.0,30.234,-98.258,3
2167,Benton County,OK,Small Town,8.17,38.0,34.142,-97.980,3
3086,Monroe County,WY,Rural,6.48,70.8,44.046,-105.916,3
1620,Randolph County,MT,Rural,6.40,92.3,45.863,-114.593,3
2502,Sullivan County,TN,Suburban,11.50,75.9,35.645,-87.132,3
479,Greene County,GA,Rural,4.45,43.7,31.542,-82.798,3
885,Lake County,IA,Small Town,7.89,72.9,42.450,-96.157,3
3019,Wayne County,WI,Small Town,8.52,12.2,43.953,-91.163,3
703,Monroe County,IN,Small Town,8.67,67.9,40.354,-85.545,3
2694,Greene County,TX,Suburban,8.45,62.2,30.611,-103.940,3
1803,Marion County,NM,Rural,4.13,25.0,31.880,-104.054,3
1288,Grant County,MI,Rural,6.15,33.6,42.147,-83.382,3
788,Wayne County,IN,Small Town,6.80,21.6,38.864,-85.699,3
1507,Scott County,MO,Suburban,9.19,16.1,39.382,-93.914,3
2664,Polk County,TX,Small Town,7.89,73.5,36.173,-94.364,3
198,Wayne County,CA,Suburban,10.38,40.9,33.775,-116.844,3
1020,Harrison County,KY,Rural,5.70,42.7,38.242,-85.452,3
2348,Ross County,SC,Rural,6.05,26.7,33.476,-80.027,3
105,Clay County,AZ,Small Town,8.72,29.3,35.831,-110.147,3
2814,Marion County,VT,Suburban,8.29,62.3,44.282,-72.209,3
1744,Wayne County,NE,Rural,5.53,86.3,41.327,-101.109,3
901,Warren County,KS,Small Town,6.63,80.3,38.219,-99.614,3
2745,Randolph County,TX,Suburban,8.81,84.8,27.694,-102.176,3
2271,Johnson County,PA,Small Town,7.54,29.4,39.913,-80.435,3
2186,Lake County,OK,Small Town,8.35,69.6,33.701,-102.218,3
127,Montgomery County,AR,Rural,6.17,31.1,35.512,-93.399,3
20,Hamilton County,AL,Suburban,10.59,57.5,33.477,-88.385,3
2680,Cass County,TX,Suburban,8.61,88.8,32.148,-102.645,3
1840,Warren County,NY,Small Town,8.74,41.1,44.266,-76.393,3
349,Knox County,FL,Suburban,8.82,10.1,29.655,-82.495,3
1588,Clark County,MO,Rural,4.30,65.6,36.558,-95.627,3
2593,Morgan County,TX,Suburban,10.01,11.8,28.994,-98.262,3
2057,Montgomery County,OH,Rural,5.43,56.7,39.013,-81.798,3
2213,Monroe County,OR,Suburban,11.55,70.8,42.078,-124.284,3
2214,Union County,OR,Suburban,9.29,70.9,42.094,-118.643,3
673,Cass County,IL,Small Town,6.54,23.4,40.113,-89.925,3
491,Scott County,GA,Small Town,6.92,75.9,32.342,-83.508,3
1903,Fayette County,NC,Small Town,6.75,69.6,34.947,-83.142,3
2069,Harrison County,OH,Rural,5.03,72.5,41.891,-80.535,3
432,Jackson County,GA,Small Town,7.11,72.5,31.196,-83.867,3
2026,Benton County,ND,Suburban,10.92,74.2,47.241,-97.030,3
62,Pike County,AL,Suburban,9.94,48.4,33.228,-86.954,3
2140,Adams County,OK,Small Town,8.14,66.0,35.724,-98.096,3
1873,Monroe County,NY,Urban Core,17.83,57.9,44.889,-78.346,3
701,Madison County,IN,Suburban,11.71,24.8,41.591,-86.119,3
3062,Fayette County,WI,Suburban,9.83,58.4,46.124,-87.804,3
2977,Scott County,WV,Suburban,8.35,42.7,40.356,-79.948,3
684,Marion County,IL,Small Town,8.36,87.1,38.884,-90.116,3
1811,Grant County,NM,Suburban,9.39,78.5,33.941,-103.273,3
1348,Shelby County,MN,Small Town,8.09,21.9,48.225,-96.801,3
2328,Warren County,SC,Suburban,9.52,11.5,32.324,-78.582,3
545,Cass County,GA,Suburban,10.57,69.2,31.312,-85.434,3
609,Fayette County,IL,Small Town,7.44,51.7,38.136,-87.694,3
1941,Greene County,NC,Rural,5.29,40.6,34.276,-77.426,3
1645,Clay County,MT,Rural,4.98,86.6,47.936,-115.500,3
1133,Perry Parish,LA,Small Town,7.62,55.1,30.207,-91.104,3
1660,Union County,NE,Small Town,7.96,78.1,40.971,-96.875,3
2756,Shelby County,TX,Small Town,6.23,83.4,26.878,-101.437,3
1197,Madison County,MD,Small Town,7.05,76.9,39.511,-77.363,3
2132,Franklin County,OK,Suburban,10.57,12.5,35.667,-95.278,3
2189,Hamilton County,OK,Suburban,9.29,50.3,36.042,-101.671,3
1669,Lake County,NE,Rural,4.44,93.5,42.220,-98.001,3
2332,Grant County,SC,Suburban,9.30,31.2,33.340,-80.713,3
2957,Madison County,WV,Small Town,6.68,44.9,39.915,-82.400,3
2420,Hamilton County,SD,Rural,3.86,56.5,43.193,-102.787,3
2513,Monroe County,TN,Rural,4.50,89.1,35.792,-87.484,3
2867,Clay County,VA,Small Town,7.78,75.1,37.770,-81.872,3
952,Scott County,KS,Rural,3.51,94.6,39.987,-99.125,3
1691,Cass County,NE,Rural,4.25,33.3,42.396,-101.680,3
551,Washington County,ID,Small Town,6.37,42.9,42.438,-111.004,3
1663,Adams County,NE,Rural,3.57,19.1,42.697,-99.046,3
985,Grant County,KS,Rural,5.18,44.9,38.779,-99.789,3
140,Johnson County,AR,Small Town,6.18,87.8,36.407,-90.289,3
1753,Union County,NV,Small Town,6.64,37.4,41.706,-117.901,3
257,Greene County,CO,Suburban,10.27,41.7,38.516,-108.760,3
2884,Clark County,VA,Suburban,8.09,32.4,37.525,-79.723,3
3026,Douglas County,WI,Suburban,10.58,36.9,45.866,-87.399,3
2666,Scott County,TX,Suburban,11.75,86.6,30.879,-104.875,3
474,Union County,GA,Suburban,11.01,88.2,34.699,-81.937,3
2978,Clark County,WV,Rural,4.08,19.3,38.384,-78.996,3
2041,Greene County,ND,Small Town,8.86,65.3,48.636,-102.522,3
2821,Franklin County,VA,Small Town,7.40,93.0,38.088,-75.469,3
3024,Lake County,WI,Small Town,7.21,85.7,46.926,-90.233,3
1438,Benton County,MS,Suburban,11.38,87.1,33.365,-90.035,3
2579,Grant County,TX,Small Town,7.70,57.2,31.916,-93.766,3
2294,Wayne County,PA,Small Town,8.87,16.1,40.321,-76.113,3
500,Ross County,GA,Suburban,8.34,42.8,30.781,-84.331,3
2281,Cass County,PA,Small Town,7.03,53.2,40.900,-74.792,3
933,Jackson County,KS,Rural,3.54,80.2,37.270,-97.458,3
1529,Monroe County,MO,Small Town,6.98,20.5,39.757,-89.335,3
1866,Chester County,NY,Small Town,8.47,13.0,40.719,-73.963,3
442,Montgomery County,GA,Small Town,8.63,40.3,32.551,-81.114,3
120,Clay County,AR,Small Town,7.62,35.4,34.615,-93.104,3
1841,Fayette County,NY,Suburban,11.09,57.0,42.745,-73.311,3
1025,Orange County,KY,Rural,4.99,38.1,37.535,-81.918,3
436,Marion County,GA,Small Town,6.89,44.7,32.932,-81.736,3
2767,Jackson County,TX,Small Town,6.89,69.7,31.698,-104.390,3
541,Shelby County,GA,Rural,4.68,81.2,32.471,-81.402,3
676,Jefferson County,IL,Small Town,6.14,92.3,41.343,-87.126,3
884,Montgomery County,IA,Rural,4.97,45.9,41.922,-91.785,3
2426,Clark County,SD,Small Town,8.87,42.8,43.575,-101.886,3
1911,Polk County,NC,Small Town,8.71,26.3,34.073,-82.111,3
909,Pike County,KS,Small Town,8.66,70.4,38.348,-98.937,3
1648,Wayne County,MT,Rural,5.48,52.8,47.741,-107.349,3
2206,Wilson County,OK,Small Town,7.72,48.7,36.463,-98.003,3
1106,Ross County,KY,Suburban,10.51,82.4,38.598,-86.489,3
2897,Cass County,VA,Suburban,11.45,65.3,37.434,-75.772,3
2863,Madison County,VA,Small Town,6.22,22.4,37.778,-77.864,3
1184,Union County,ME,Small Town,6.78,91.2,46.015,-67.133,3
865,Wilson County,IA,Small Town,7.98,77.5,42.517,-92.358,3
1332,Douglas County,MN,Rural,3.93,89.7,48.364,-91.810,3
1983,Fayette County,NC,Rural,4.62,77.8,34.809,-77.615,3
2506,Chester County,TN,Small Town,7.59,38.1,35.717,-84.602,3
34,Ross County,AL,Small Town,7.84,84.1,33.162,-88.331,3
1664,Wayne County,NE,Small Town,6.83,91.8,41.700,-103.223,3
2102,Perry County,OH,Suburban,11.84,14.3,39.353,-83.998,3
827,Cass County,IA,Small Town,8.42,18.8,42.704,-95.077,3
1038,Jackson County,KY,Small Town,8.88,19.0,37.419,-86.695,3
2063,Pike County,OH,Small Town,6.38,62.9,40.845,-82.291,3
803,Fayette County,IA,Small Town,6.42,10.8,43.154,-96.458,3
1350,Wilson County,MN,Suburban,8.72,57.5,47.020,-95.823,3
1930,Jefferson County,NC,Suburban,9.34,65.4,34.253,-80.082,3
40,Chester County,AL,Rural,4.94,28.0,33.764,-86.491,3
610,Montgomery County,IL,Small Town,6.67,79.6,39.089,-90.877,3
412,Clark County,GA,Suburban,9.74,90.0,34.179,-81.438,3
620,Clark County,IL,Suburban,8.63,85.6,40.270,-91.457,3
473,Monroe County,GA,Small Town,8.59,59.5,33.354,-81.386,3
2118,Wilson County,OH,Small Town,6.34,76.2,39.756,-81.013,3
14,Warren County,AL,Suburban,9.70,64.2,34.489,-87.390,3
2994,Jefferson County,WV,Rural,6.19,69.1,37.768,-82.283,3
59,Douglas County,AL,Small Town,8.96,63.9,33.814,-88.077,3
2754,Orange County,TX,Small Town,6.55,40.3,25.820,-101.834,3
1217,Washington County,MA,Small Town,6.03,22.8,41.628,-70.555,3
81,Warren Borough,AK,Small Town,8.93,31.1,59.123,-141.979,3
3052,Madison County,WI,Small Town,7.10,85.5,44.446,-92.422,3
1377,Randolph County,MN,Suburban,9.11,86.9,45.501,-94.177,3
2537,Montgomery County,TX,Small Town,6.12,28.6,35.020,-99.009,3
821,Orange County,IA,Small Town,6.73,94.0,40.402,-90.959,3
1530,Union County,MO,Small Town,7.49,51.6,38.323,-93.551,3
706,Marion County,IN,Small Town,8.50,73.1,39.071,-86.128,3
2153,Randolph County,OK,Small Town,7.36,72.7,34.764,-97.284,3
403,Lake County,GA,Small Town,6.11,17.1,31.291,-81.547,3
2335,Perry County,SC,Small Town,6.38,17.7,34.813,-78.629,3
1717,Scott County,NE,Small Town,8.85,38.4,42.159,-99.238,3
32,Morgan County,AL,Suburban,10.23,63.7,33.115,-87.795,3
1951,Polk County,NC,Suburban,9.56,38.0,35.779,-80.494,3
2526,Madison County,TX,Suburban,8.13,36.4,32.200,-104.737,3
2831,Greene County,VA,Suburban,8.90,73.6,39.040,-78.395,3
1087,Fayette County,KY,Suburban,8.17,92.4,37.699,-86.236,3
2038,Marion County,ND,Small Town,7.90,88.6,47.953,-96.689,3
2665,Randolph County,TX,Suburban,11.47,84.6,35.872,-95.426,3
261,Lake County,CO,Suburban,9.96,44.2,39.013,-103.664,3
171,Hamilton County,AR,Rural,4.08,44.6,35.875,-92.887,3
1497,Fayette County,MO,Small Town,7.02,89.3,39.123,-91.917,3
2523,Jefferson County,TX,Small Town,8.00,71.0,26.745,-98.647,3
2583,Pike County,TX,Small Town,8.54,29.0,29.405,-100.849,3
1258,Harrison County,MI,Small Town,6.70,58.0,43.480,-84.556,3
2558,Wilson County,TX,Small Town,6.82,40.2,30.722,-101.711,3
817,Johnson County,IA,Small Town,6.61,54.4,41.460,-93.209,3
2156,Carroll County,OK,Rural,4.34,94.4,35.577,-94.789,3
338,Douglas County,FL,Suburban,9.99,81.7,24.937,-85.229,3
1756,Adams County,NV,Rural,5.54,12.1,39.522,-114.763,3
1623,Carroll County,MT,Rural,4.25,12.6,45.874,-106.471,3
618,Randolph County,IL,Small Town,7.77,55.5,37.717,-87.316,3
842,Warren County,IA,Suburban,8.43,61.5,41.061,-91.068,3
317,Washington County,DE,Small Town,7.26,57.1,38.970,-75.640,3
3012,Madison County,WI,Suburban,11.26,39.3,46.588,-90.619,3
1442,Jefferson County,MS,Suburban,9.71,28.9,32.357,-91.297,3
1694,Jefferson County,NE,Small Town,8.37,12.9,40.016,-102.273,3
1787,Fayette County,NJ,Small Town,6.78,38.3,40.809,-75.437,3
83,Montgomery Borough,AK,Small Town,6.25,29.9,62.192,-146.591,3
154,Franklin County,AR,Small Town,7.40,77.0,35.470,-89.696,3
416,Knox County,GA,Small Town,7.99,29.6,34.769,-81.721,3
1228,Wayne County,MA,Small Town,7.24,52.1,42.218,-70.834,3
1257,Carroll County,MI,Small Town,6.11,60.9,46.097,-83.913,3
476,Marion County,GA,Small Town,6.34,35.3,32.714,-82.468,3
1891,Franklin County,NC,Small Town,8.33,76.4,34.951,-81.263,3
2544,Polk County,TX,Suburban,10.71,39.6,26.483,-102.241,3
2327,Greene County,SC,Small Town,6.08,43.2,32.762,-80.562,3
1370,Lake County,MN,Suburban,10.14,21.6,45.594,-96.665,3
2127,Jackson County,OH,Small Town,7.15,19.6,39.958,-82.743,3
1283,Greene County,MI,Suburban,10.06,44.5,42.527,-84.851,3
517,Adams County,GA,Suburban,8.74,26.6,31.207,-82.114,3
1391,Benton County,MN,Small Town,7.56,25.8,43.871,-93.287,3
115,Lincoln County,AR,Small Town,6.56,88.6,33.403,-93.957,3
996,Lincoln County,KY,Small Town,8.13,66.8,36.744,-86.595,3
1604,Union County,MT,Small Town,7.99,58.8,46.635,-110.320,3
1819,Clark County,NM,Suburban,11.16,84.1,32.719,-106.589,3
2757,Sullivan County,TX,Small Town,6.00,79.2,34.513,-96.848,3
1248,Grant County,MI,Suburban,10.65,38.2,43.671,-87.842,3
1112,Chester County,KY,Suburban,11.91,18.1,36.530,-82.178,3
1278,Union County,MI,Small Town,8.83,11.0,44.250,-86.129,3
2455,Johnson County,TN,Small Town,7.40,85.0,35.765,-82.572,3
1428,Harrison County,MS,Rural,5.56,25.9,34.744,-91.230,3
1390,Wilson County,MN,Suburban,10.91,62.1,44.117,-89.612,3
2195,Clark County,OK,Small Town,8.68,75.4,33.869,-99.956,3
1532,Marion County,MO,Suburban,11.60,73.6,40.412,-93.588,3
1162,Marion Parish,LA,Suburban,11.63,41.5,30.782,-92.036,3
2305,Polk County,PA,Small Town,8.31,44.3,40.168,-80.395,3
2633,Morgan County,TX,Suburban,8.74,36.5,27.340,-103.088,3
559,Clay County,ID,Rural,4.87,31.0,47.427,-116.826,3
363,Lincoln County,FL,Suburban,8.47,94.9,28.605,-80.023,3
2388,Harrison County,SD,Suburban,10.05,88.1,44.934,-102.889,3
145,Ross County,AR,Suburban,9.55,37.6,35.739,-91.133,3
1209,Lake County,MD,Suburban,8.35,87.9,39.002,-75.974,3
2888,Knox County,VA,Suburban,9.42,46.5,37.595,-77.852,3
806,Grant County,IA,Rural,5.69,87.4,41.824,-96.025,3
2808,Lincoln County,VT,Suburban,8.07,63.4,44.809,-71.542,3
1872,Jackson County,NY,Suburban,8.59,68.2,41.308,-77.297,3
2807,Franklin County,VT,Rural,6.04,13.8,44.423,-71.821,3
2770,Clay County,TX,Small Town,8.43,36.3,32.447,-106.371,3
1628,Morgan County,MT,Small Town,8.96,17.8,48.948,-104.803,3
2509,Franklin County,TN,Rural,3.97,14.8,36.118,-87.382,3
694,Hamilton County,IL,Suburban,11.43,43.5,37.171,-88.280,3
1013,Perry County,KY,Rural,5.22,34.8,37.298,-86.914,3
617,Polk County,IL,Small Town,6.86,21.4,38.318,-89.691,3
2377,Lake County,SD,Suburban,11.95,74.2,44.136,-100.341,3
1917,Johnson County,NC,Suburban,8.77,85.8,35.912,-77.766,3
2617,Montgomery County,TX,Suburban,10.27,87.2,28.668,-94.889,3
759,Polk County,IN,Suburban,8.88,78.5,40.691,-87.760,3
521,Fayette County,GA,Suburban,9.03,46.9,34.313,-83.619,3
937,Marion County,KS,Suburban,8.90,61.9,39.781,-97.767,3
1245,Fayette County,MI,Suburban,9.14,34.0,45.389,-83.472,3
2098,Lake County,OH,Suburban,8.37,78.5,41.571,-82.805,3
893,Jackson County,KS,Suburban,9.19,83.6,38.067,-98.806,3
341,Pike County,FL,Small Town,7.33,74.0,30.832,-81.893,3
1306,Sullivan County,MI,Small Town,6.72,23.0,46.082,-82.969,3
2573,Wayne County,TX,Small Town,7.64,68.6,29.479,-94.227,3
2923,Marion County,WA,Suburban,8.89,82.0,48.484,-118.772,3
2934,Perry County,WA,Small Town,7.65,39.9,46.774,-119.390,3
2147,Grant County,OK,Suburban,11.52,36.9,36.826,-102.599,3
1750,Madison County,NV,Suburban,9.41,83.6,40.668,-116.210,3
1880,Warren County,NY,Small Town,8.32,91.9,44.151,-76.620,3
2705,Randolph County,TX,Small Town,7.34,85.0,32.620,-106.029,3
2013,Scott County,ND,Small Town,8.61,47.0,47.926,-97.986,3
2225,Douglas County,OR,Small Town,6.23,11.0,45.270,-120.297,3
1738,Jackson County,NE,Suburban,9.21,47.8,42.309,-103.693,3
1708,Montgomery County,NE,Rural,4.29,13.2,40.322,-102.787,3
1687,Shelby County,NE,Small Town,7.33,92.3,42.603,-95.412,3
175,Randolph County,AR,Rural,6.45,89.4,35.377,-94.433,3
2515,Clay County,TN,Suburban,9.85,65.0,36.569,-86.097,3
2715,Ross County,TX,Suburban,10.05,22.3,26.960,-102.028,3
1521,Cass County,MO,Suburban,11.53,31.2,38.708,-94.432,3
2482,Montgomery County,TN,Suburban,8.12,81.7,36.537,-85.734,3
2154,Scott County,OK,Small Town,7.73,91.6,33.821,-95.457,3
2702,Perry County,TX,Small Town,7.29,21.8,31.985,-94.906,3
1128,Montgomery Parish,LA,Small Town,7.65,57.8,29.027,-89.385,3
2505,Cass County,TN,Rural,5.70,41.2,36.046,-83.560,3
1376,Polk County,MN,Suburban,10.08,23.7,43.856,-95.139,3
2724,Franklin County,TX,Small Town,7.32,22.0,30.133,-97.617,3
2676,Shelby County,TX,Suburban,10.86,29.3,30.559,-103.101,3
362,Franklin County,FL,Suburban,8.85,87.1,29.292,-83.885,3
2484,Grant County,TN,Small Town,7.85,55.3,35.312,-84.285,3
2620,Douglas County,TX,Rural,6.28,58.4,31.333,-97.293,3
462,Sullivan County,GA,Small Town,7.75,58.8,31.257,-84.069,3
2391,Lawrence County,SD,Small Town,6.38,56.2,43.690,-103.415,3
678,Lincoln County,IL,Small Town,7.57,43.5,37.643,-87.660,3
2409,Clay County,SD,Rural,4.15,16.1,44.143,-101.748,3
879,Adams County,IA,Small Town,8.69,31.7,40.514,-94.847,3
693,Douglas County,IL,Small Town,8.88,37.2,42.049,-89.524,3
2534,Greene County,TX,Small Town,6.61,62.5,34.378,-96.847,3
781,Madison County,IN,Suburban,11.68,49.3,41.731,-87.580,3
1358,Madison County,MN,Small Town,6.81,60.7,45.471,-96.430,3
2613,Wayne County,TX,Small Town,6.43,13.5,27.775,-97.367,3
1192,Montgomery County,ME,Rural,5.48,61.2,44.948,-70.767,3
1210,Grant County,MD,Suburban,10.57,72.4,38.214,-76.251,3
2218,Wayne County,OR,Small Town,8.33,71.0,44.039,-117.686,3
2164,Shelby County,OK,Rural,6.02,46.0,35.988,-98.468,3
250,Jackson County,CO,Suburban,9.48,73.1,37.854,-108.207,3
1411,Adams County,MS,Suburban,11.04,35.0,32.500,-89.103,3
1448,Union County,MS,Small Town,8.05,48.8,32.143,-91.476,3
1168,Montgomery Parish,LA,Small Town,8.39,38.4,30.339,-91.251,3
814,Clark County,IA,Suburban,9.83,62.0,41.851,-94.340,3
76,Clay Borough,AK,Rural,6.31,84.7,58.630,-162.596,3
1943,Fayette County,NC,Small Town,8.33,53.2,34.788,-81.872,3
1202,Marion County,MD,Urban Core,19.85,11.2,38.516,-75.597,2
1729,Wilson County,NE,Rural,3.89,52.7,40.018,-100.114,2
2904,Jackson County,VA,Small Town,7.19,84.9,36.712,-76.147,2
1725,Orange County,NE,Suburban,11.96,68.8,41.198,-104.063,2
1849,Polk County,NY,Small Town,6.23,63.5,40.652,-73.930,2
2918,Madison County,WA,Small Town,8.39,23.2,47.514,-124.630,2
1392,Cass County,MN,Suburban,9.91,13.8,44.813,-90.559,2
50,Marion County,AL,Small Town,6.33,53.4,34.206,-85.694,2
2575,Warren County,TX,Suburban,8.25,49.3,30.885,-101.689,2
17,Lake County,AL,Small Town,8.88,16.2,32.797,-85.216,2
1430,Knox County,MS,Rural,6.05,40.4,32.997,-90.515,2
2907,Clay County,VA,Suburban,8.69,55.1,38.633,-75.676,2
2055,Warren County,OH,Small Town,8.16,83.1,40.677,-81.399,2
415,Johnson County,GA,Suburban,9.99,22.9,32.854,-84.336,2
2060,Douglas County,OH,Small Town,8.61,70.0,39.615,-84.416,2
1581,Douglas County,MO,Suburban,10.04,69.9,39.034,-91.873,2
1877,Adams County,NY,Small Town,8.31,31.6,43.481,-73.944,2
1577,Fayette County,MO,Suburban,10.50,14.6,39.017,-89.409,2
1688,Sullivan County,NE,Rural,6.35,56.1,40.664,-103.814,2
2661,Hamilton County,TX,Small Town,6.50,74.3,29.278,-96.494,2
1454,Warren County,MS,Small Town,7.40,77.2,30.240,-89.824,2
2477,Adams County,TN,Suburban,10.55,12.0,36.204,-84.296,2
2651,Marion County,TX,Small Town,7.95,58.0,29.313,-101.872,2
2448,Pike County,TN,Small Town,7.75,61.7,36.174,-87.169,2
1237,Monroe County,MI,Suburban,8.98,38.7,48.124,-84.993,2
1407,Monroe County,MS,Suburban,8.57,87.3,31.711,-90.003,2
1418,Grant County,MS,Suburban,9.06,73.3,31.376,-89.932,2
900,Greene County,KS,Small Town,6.37,89.5,37.793,-99.564,2
1833,Monroe County,NY,Small Town,7.63,75.9,44.706,-72.855,2
562,Wayne County,ID,Small Town,8.72,66.1,46.863,-115.230,2
1695,Franklin County,NE,Small Town,6.62,69.2,40.344,-96.871,2
2928,Fayette County,WA,Suburban,11.49,10.4,47.359,-124.018,2
499,Orange County,GA,Rural,6.08,56.4,34.141,-82.605,2
2353,Cass County,SC,Small Town,6.62,38.0,34.877,-79.474,2
2224,Grant County,OR,Small Town,7.24,93.1,43.253,-121.134,2
1867,Washington County,NY,Suburban,8.32,74.9,43.121,-76.762,2
426,Chester County,GA,Small Town,8.90,72.1,30.660,-83.079,2
1174,Pike Parish,LA,Suburban,11.31,25.0,30.448,-89.354,2
2740,Douglas County,TX,Rural,4.23,94.6,33.430,-96.984,2
